WORLD,NAME,AGE GROUP,GENDER ,OCCULT,ETHNICITY,JOB,JOB DETAIL / BRANCH AND LEVEL,NOTES,PLAYABLE SIM,STATUS,Family Status,"LOT VALUE
=IF(Lots!I#="""","""",Lots!I#)",HOUSEHOLD FUNDS,BANK CASH,TOTAL,WEALTH CLASS,INDIVIDUAL WEALTH CLASS,CLUB,FAME LEVEL,PET,PET NOTES,PRESTIGE RANK,SUGAR,DOS,OWES KASON MONEY,OWES KASON TIME,FAITH,ADDICTION,ALIGNMENT,POWER SOURCE,FORM LEVEL,MAGICAL ABILITIES,SPELLS,ALCHEMY POTIONS,ALTAR CONFIGURATIONS,OCCULT GROUP,LANGUAGE SPOKEN,POLITICAL ALIGNMENT,ORIENTATION
San Myshuno,Xavier Moretti,Elder,Female,Human,Ravenian,Active Politician,,,No,Not Started,Ashcroft_Faircroft_Croftcroft_Ironsoul_Grayhawk_Moretti_Usher_Vionna_Kaltman,,"§20,000",,"§20,000",Poor,Poor,"The Bar Association , The Llamazonian Society",,,,,,,,,,,,,,,,,,,"Simlish , Ravena",Llamazonian,Both Genders
San Myshuno,Shalom Finkelman,Young Adult,Female,Human,Tomaruan,Model,,Give DS model trait,No,Not Started,,,"§90,000","§20,000","§110,000",Middle Class,Middle Class,The Fashion Forward Club,2,,,,,,,,,,,,,,,,,,"Simlish , Tomaru",,Straight
San Myshuno,Ewald Vosler,Young Adult,Male,Human,Nordskan,Model,,Give DS model trait,No,Not Started,,,"§20,000",,"§20,000",Poor,Poor,The Fashion Forward Club,,,,,,,,,,,,,,,,,,,"Simlish , Nordska",,Straight
San Myshuno,Tayo Okafor  ,Adult,Female,Human,Eastern Simli,Civil Designer,,,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,"§12,000",,"§12,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
San Myshuno,Toba Okafor,Adult,Male,Ghost,Eastern Simli,NA,,Killed by Evelyn brown,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
San Myshuno,Amina Okafor  ,Newborn,Male,Human,Eastern Simli,,,,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,"Same as Tayo Okafor, Same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Simlish,,
San Myshuno,Bisi Okafor  ,Newborn,Female,Human,Eastern Simli,,,,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,"Same as Tayo Okafor, Same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Simlish,,
San Myshuno,Tope Okafor  ,Infant,Male,Human,Eastern Simli,,,,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,"Same as Tayo Okafor, Same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Simlish,,
San Myshuno,Lulu Okafor  ,Toddler,Female,Human,Eastern Simli,,,,No,Not Started,Heartwell_Baek_Beaumont_Nguyen_Schulz_Arista_Okafor,,"Same as Tayo Okafor, Same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Simlish,,
San Myshuno,Petra Vance,Young Adult,Female,Human,Komorebigan,BASEMENTAL cc,,"POILICE
Acquainted with Vallis Delacroix through prior domestic calls.",No,Not Started,,,"§45,000",,"§45,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Simlish, Komorebigo",,Same Gender
San Myshuno,Solomon Dray,Adult,Male,Human,Eastern Simli,"Basiness, BASEMENTAL cc",,BIG SHOT DEALER,No,Not Started,,,"§450,000",,"§450,000",Middle Class,Middle Class,,,,,,,,,,,,,,,,,,,,Simlish,,No Gender
San Sequoia,David Jacobs,Adult,Male,Human,Selvadoradian,Critic,,"Macho, controlling father",No,Not Started,Bailey_Moon_López_Montenegro_Jacobs_Solis,,"§8,000",,"§8,000",Destitute,Destitute,,,,,,,,,,Worship of the Watcher,,,,,,,,,,"Simlish , Selvadoradian",Plumbobtician,Same Gender
San Sequoia,Elaine Jacobs,Adult,Female,Human,Western Simli,A.W.E Photographer,,Alcoholic mother,No,Not Started,Bailey_Moon_López_Montenegro_Jacobs_Solis,,"Same as david, Same household",,,,Destitute,Second Chance,,,,,,,,,Worship of the Watcher,,,,,,,,,,Simlish,,Straight
San Sequoia,Nate Jacobs,Teenager,Male,Human,Western Simli & Selvadoradian,"High School Student, Football Team Member",,"Jock, closeted, popular, actually insecure, Maddy Alvarez's boyfriend",No,Not Started,Bailey_Moon_López_Montenegro_Jacobs_Solis,,"Same as david, Same household",,,,Destitute,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",Plumbobtician,Both Genders
San Sequoia,Snehit Mehra,Elder,Male,Human,North Windenburgian,Retired,,Overbearing,No,Not Started,Mehra-Chaudhary-Bhatnagar,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
San Sequoia,Snehal Mehra,Elder,Female,Human,North Windenburgian,Retired,,Overbearing,No,Not Started,Mehra-Chaudhary-Bhatnagar,,"Same as Snehit, Same Household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
San Sequoia,Zantar  #Ng%,Adult,Male,Alien,Sixan ( Eastern Simli disguise ) ,Detective,,,No,Not Started,#Ng%,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Sixami , Simlish",,Straight
San Sequoia,Myvex #Ng%,Infant,Male,Alien,Sixan ( Eastern Simli disguise ) ,,,Zantar's kid,No,Not Started,#Ng%,,"Same as Zantar, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Sixami , Simlish",,
San Sequoia,R0vanx 0anef1j,Elder,Female,Alien,Sixan ( Eastern Simli disguise ) ,"Doctor  , NPC Senior Pollination Technician",,Axel's wife,No,Not Started,0anef1j,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Sixami , Simlish",,Straight
San Sequoia,S0lar1s 0anef1j,Toddler,Female,Alien,Sixan ( Eastern Simli disguise ) ,,,Axel's Kid,No,Not Started,0anef1j,,Same as R0vanx Same household,,,,Poor,,,,,,,,,,,,,,,,,,,,"Sixami , Simlish",,
San Sequoia,Karanveer Chaudhary,Adult,Male,Human,North Windenburgian,Astronaut,,Give Job,No,Not Started,Mehra-Chaudhary-Bhatnagar,,"§52,000",,"§52,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
San Sequoia,Sajan Chaudhary,Adult,Female,Human,North Windenburgian,Culinary,,Mixology Branch,No,Not Started,Mehra-Chaudhary-Bhatnagar,,"Same as Corin, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
San Sequoia,Madhav Chaudhary,Teenager,Male,Human,North Windenburgian,"Alternative Public School Student , Performing Arts club member",,Cedric's Bff,No,Not Started,Mehra-Chaudhary-Bhatnagar,,"Same as Corin, same household",,,,Poor,The Performing Arts and Dance Club,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,Straight
San Sequoia,Gulab Chaudhary,Child,Male,Human,North Windenburgian,"Alternative (Public) School Child , IT Course",,,No,Not Started,Mehra-Chaudhary-Bhatnagar,,"Same as Corin, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,
San Sequoia,Madhuri Chaudhary,Child,Female,Human,North Windenburgian,"Alternative (Public) School Child , Youth Horse Club Member",,horse lover,No,Not Started,Mehra-Chaudhary-Bhatnagar,,"Same as Corin, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,
San Sequoia,Kirti Chaudhary,Infant,Female,Human,North Windenburgian,,,,No,Not Started,Mehra-Chaudhary-Bhatnagar,,"Same as Corin, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Windenburgish",,
Selvadorada,Alma Madrigal,Elder,Female,Human,Selvadoradian,"Retired , BASEMENTAL cc",,"Matriarch of the Madrigals, Widowed from Pedro, native to selvadorada
SHAMAN",No,Not Started,Madrigal,,"§120,000",,"§120,000",Middle Class,Middle Class,,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Selvadoradian,,Straight
Selvadorada,Pedro Madrigal,Young Adult,Male,Ghost Culled,Selvadoradian,NA,,"Died when kids were babies, native to selvadorada",No,Not Started,Madrigal,,,,,,,,,,,,,,,,,,,,,,,,,,Selvadoradian,,Straight
Selvadorada,Julieta Madrigal,Adult,Female,Human,Selvadoradian,Culinary,,"Culinary Branch
Alma Madrigal's first daughter, Native to Selvadorada",No,Not Started,Madrigal,,"Same as Alma Madrigal, same household",,,,Middle Class,The Foodies,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Selvadoradian,,Straight
Selvadorada,Agustin Madrigal,Adult,Male,Human,Selvadoradian,Doctor,,"Julieta Madrigal's Husband, Native to Selvadorada, Clumsy",No,Not Started,Madrigal,,"Same as Alma Madrigal, same household",,,,Middle Class,The Barbie Fan Club,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Selvadoradian,,Straight
Selvadorada,Pepa Madrigal,Adult,Female,Everdew Fae,Selvadoradian,Babysitter,,"Alma Madrigal's Second daughter,only relevant when playing with the madirgal family, which will not be a freqently played household, might move in with weere wolf she loves and become more of a played household,Native to Selvadorada",No,Not Started,Madrigal,,"§60,000",,"§60,000",Poor,Poor,,,,,,,,,,Cult of the Cowplant,,Neutral,Emotion,3,Muse,"Cleanse, Complex clarity charm, Implementio, Fearless spell",,,,Selvadoradian,,Straight
Selvadorada,Felix Madrigal,Adult,Male,Werewolf,Selvadoradian,Detective,,"Pepa Madrigal's Husband, Native to Selvadorada",No,Not Started,Madrigal,,"Same as Pepa Madrigal, same household",,,,Poor,Unexplained Anomalies Enthusiasts,,,,,,,,,Cult of the Cowplant,,,,3,,,,,humans,Selvadoradian,,Straight
Selvadorada,Bruno Madrigal,Adult,Male,Human,Selvadoradian,Paranormal,,"Fortune Teller branch
Alma Madrigal's Last Son,Native to Selvadorada, npc",No,Not Started,Madrigal,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Selvadoradian,,Straight
Selvadorada,Isabella Madrigal,Young Adult,Female,Everdew Fae,Selvadoradian,Small Business Employee,At Baia Dell'Amore,"Julieta and Agustin Madrigal's First daughter only relevant when playing with the madirgal family, which will not be a freqently played household, Native to Selvadorada",No,Not Started,Madrigal,,"Same as Alma Madrigal, same household",,,,Middle Class,The Barbie Fan Club,,,,,,,,,Cult of the Cowplant,,Neutral,Flora,5,"Dryad, teleporatation","Clense, complex clarity charm, flora vitalis, erba incrementum, herba partum, ivy wrap, viraditas extractium",,,,Selvadoradian,,Straight
Selvadorada,Luisa Madrigal,Young Adult,Female,Human,Selvadoradian,Athlete,,"Julieta and Agustin Madrigal's Second Daughter, Native to Selvadorada
Bodybuilder branch",No,Not Started,Madrigal,,"Same as Alma Madrigal, same household",,,,Middle Class,The Athletics Club,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Selvadoradian,,Straight
Selvadorada,Mirabel Madrigal,Teenager,Female,Human,Selvadoradian,"Specialized/Magnetic Public School  Student, Mock Trial Team member",,"Julieta and Agustin Madrigal's third Daughter, Native to Selvadorada",No,Not Started,Madrigal,,"Same as Alma Madrigal, same household",,,,Middle Class,,,,,,,,,,,,,,,,,,,,Selvadoradian,,Straight
Selvadorada,Dolores Madrigal,Young Adult,Female,Human,Selvadoradian,Detective,,"Pepa and Felix Madrigal's First child, Native to Selvadorada",No,Not Started,Madrigal,,"Same as Pepa Madrigal, same household",,,,Poor,,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Selvadoradian,,Straight
Selvadorada,Camilo Madrigal,Teenager,Male,Werewolf,Selvadoradian,"Specialized/Magnetic Public School  Student, Performing Arts club member",,"Pepa and Felix Madrigal's Second child, Native to Selvadorada",No,Not Started,Madrigal,,"Same as Pepa Madrigal, same household",,,,Poor,The Performing Arts and Dance Club,,,,,,,,,,,,,2,,,,,humans,Selvadoradian,,Same Gender
Selvadorada,Antonio Madrigal,Child,Male,Human,Selvadoradian,"Grade School Student, Scout",,"Pepa and Felix Madrigal's third child, Native to Selvadorada",No,Not Started,Madrigal,,"Same as Pepa Madrigal, same household",,,,Poor,Wild Scouts,,,,,,,,,,,,,,,,,,,Selvadoradian,,
Selvadorada,Citlali Xochitl,Elder,Male,Human,Selvadoradian,"Engineer , Basemental cc",,SELVADORADA DEALER,No,Not Started,,,"§450,000",,"§450,000",Middle Class,Middle Class,,,,,,,,,,,,,,,,,,,,"Simlish , Selvadoradian",,Straight
Strangerville,Daniel Hunter,Young Adult,Male,Human,Tartosian,STRANGERVILLE M.I.B NPCS,,,No,Ongoing,,,"§50,000",,"§50,000",Poor,Poor,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Simlish , Tartosiano",,Straight
Strangerville,Jeremy Reese,Young Adult,Male,Human,Tartosian,STRANGERVILLE M.I.B NPCS,,,No,Ongoing,,,"§50,000",,"§50,000",Poor,Poor,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Simlish , Tartosiano",,Straight
Strangerville,Nickolas Hancock,Adult,Male,Human,Tartosian,STRANGERVILLE M.I.B NPCS,,,No,Ongoing,,,"§50,000",,"§50,000",Poor,Poor,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Simlish , Tartosiano",,Straight
Strangerville,Warden Marcus,Adult,Male,Alien,Sixan ( Western Simli disguise ) ,Self Employed,Warden of Hound's pound,prison warden,Yes,Ongoing,Marcus,,"§45,000",,"§45,000",Poor,Poor,Prison Staff,,"Dog , Dog",,,,,,,Congregation of the Non believers,,,,,,,,,,"Sixami , Simlish",,Straight
Strangerville,Damon Rourke,Adult,Male,Alien,Sixan ( Western Simli disguise ) ,"Prison Guard, NPC-Agent",,ex military,No,Ongoing,,,"§35,000",,"§35,000",Poor,Poor,Prison Staff,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Sixami , Simlish",,Straight
Strangerville,Axel Draven,Adult,Male,Alien,Sixan ( Eastern Simli disguise ) ,"Prison Guard, NPC-Agent",,cold,No,Ongoing,0anef1j,,"§35,000",,"§35,000",Poor,Poor,Prison Staff,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Sixami , Simlish",,Straight
Strangerville,Mira Vex,Adult,Female,Alien,Sixan ( Western Simli disguise ) ,"Prison Guard, NPC-Agent",,quiet and diciplined,No,Ongoing,,,"§35,000",,"§35,000",Poor,Poor,Prison Staff,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Sixami , Simlish",,Straight
Strangerville,Sable Kerrigan,Young Adult,Female,Alien,Sixan ( Eastern Simli disguise ),"Prison Guard, NPC-Agent",,feared,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,Prison Staff,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Sixami , Simlish",,Straight
Strangerville,Rowena Morvain,Adult,Male,Succubus,Tartosian,Scientist,,"Succubus (Incubus) suave scholar type , Can see ghosts",No,Not Started,,,"§40,000",,"§40,000",Poor,Poor,,,,,,Baby,,,,Congregation of the Non believers,,,,,,,,,,"Simlish , Tartosiano",,Both Genders
Strangerville,Miriq Marcus,Teenager,Female,Alien,Sixan ( Western Simli disguise ) ,"Boarding-Militant School Student , Chess Team member",,"Warden's kid, lives separately from him tho",No,Not Started,Marcus,,"§15,000",,"§15,000",Poor,Poor,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Sixami , Simlish",,Straight
Strangerville,Lars Lystad,Young Adult,Male,Infected,Nordskan,Military,,,No,Not Started,Lystad,,"§20,000",,"§20,000",Poor,Poor,Unexplained Anomalies Enthusiasts,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Simlish , Nordska",,Straight
Strangerville,Sigrid Lystad,Adult,Female,Infected,Nordskan,Military,,,No,Not Started,Lystad,,"Same as Lars, same household",,,,Poor,Second Chance,,,,,,,,,Congregation of the Non believers,,,,,,,,,,"Simlish , Nordska",,Straight
Strangerville,Ines Lystad,Child,Male,Infected,Nordskan,"Boarding-Militant School Child , Art Classes",,,No,Not Started,Lystad,,"Same as Lars, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,"Simlish , Nordska",,
Strangerville,Heinz Lystad,Child,Female,Infected,Nordskan,"Boarding-Militant School Child , Dance Classes",,,No,Not Started,Lystad,,"Same as Lars, same household",,,,Poor,The Performing Arts and Dance Club,,,,,,,,,,,,,,,,,,,"Simlish , Nordska",,
Strangerville,Dylan Sigwoth,Young Adult,Male,Infected,Western Simli,Secret Agent,,Give Job,No,Not Started,Sigworth,,In Game,,,,,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,Simlish,,Straight
Strangerville,Jess Sigworth,Young Adult,Female,Infected,Western Simli,Military,,,No,Not Started,Sigworth,,In Game,,,,,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,Simlish,,Straight
Strangerville,Christie Sigwoth,Child,Female,Infected,Western Simli,"Independent School , IT Course",,Give Job,No,Not Started,Sigworth,,In Game,,,,,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,Simlish,,
Strangerville,Ted Roswell,Adult,Male,Infected,Western Simli,Active Politician,,Give Job,No,Not Started,,,In Game,,,,,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,Simlish,Simladian,Straight
Strangerville,Merideth Roswell,Adult,Female,Infected,Western Simli,National Spouse,,Give Job,No,Not Started,,,In Game,,,,,,,,,,,,,,Congregation of the Non believers,,,,,,,,,,Simlish,Simladian,Straight
Strangerville,Erwin Pries,Young Adult,Male,Human,Western Simli,"CURIO SHOP OWNER , Shady Pharma",,,No,Ongoing,,,In Game,,,,,,,,,,,,,,,,,,,,,,,,Simlish,,Straight
Strangerville,Ergot Divinorum,Young Adult,Female,Plantsim,Nature,NPC-Agent,,"Lives with mad scientist , infected",Yes,Not Started,,,"Same asDr Tesla Darwin, Same household",,,,Middle Class,Unexplained Anomalies Enthusiasts,,,,,,,,,,,,,5,"Chloro-Blast, Druidic Power, Florakinesis, Fertilizing Network, Floral, Photosynthesis, Phermones, Nymph allure, Phytomutation, Sunlight Charge, Spriggan Form, Subterranean Travel",Bizzare Plantsim,,,Fall,Simlish,,Straight
Strangerville,Dr Tesla Darwin,Adult,Male,Human,Western Simli,Scientist,,,Yes,Not Started,,,"§200,000",,"§200,000",Middle Class,Middle Class,"The STEM Society , The treaders of the Occults , Unexplained Anomalies Enthusiasts",,,,,,,,,Treaders of the occult,,,,,,,,,,Simlish,,Straight
Strangerville,Allie Genn,Adult,Female,Alien,Sixan ( Western Simli disguise ) ,Religious Official,,Friends with mayor,No,Not Started,,,"§30,000",,"§30,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Sixami , Simlish",,Straight
Sulani,Alani Moanikea,Young Adult,Female,Ghost Culled,Toki,NA,,Ghost mermaid,No,Not Started,Moanikea,,,,,,,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Akamu Moanikea,Young Adult,Male,Ghost Culled,Toki,NA,,Ghost mermaid,No,Not Started,Moanikea,,,,,,,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Joe Evans,Young Adult,Male,Human,Toki,FISHERMAN NPCS,,,No,Ongoing,,,"§12,000",,"§12,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Tessa McCullough,Young Adult,Female,Human,Toki,FISHERMAN NPCS,,,No,Ongoing,,,"§12,000",,"§12,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Ehren Miller,Young Adult,Male,Human,Toki,LIFEGUARD NPCS,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Michael James,Young Adult,Male,Human,Toki,LIFEGUARD NPCS,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Wendy Corduroy,Young Adult,Female,Human,Toki,LIFEGUARD NPCS,,,No,Ongoing,,,"§20,000",,"§20,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Lani Kauhi,Young Adult,Male,Human,Toki,CONSERVATIONIST NPCS,,,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Domonique Ashford,Young Adult,Male,Human,Toki,CONSERVATIONIST NPCS,,,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Katlin Parnell,Young Adult,Female,Human,Toki,CONSERVATIONIST NPCS,,,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Kimee Balmilero,Young Adult,Female,Human,Toki,CONSERVATIONIST NPCS,,,No,Ongoing,,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,"Toki Sulani , Simlish",,Straight
Sulani,Moana Moanikea,Elder,Female,Mermaid,Toki,Retired,,,No,Not Started,Moanikea,,"§40,000",,"§40,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Oliana Moanikea,Young Adult,Female,Mermaid,Toki,"Lifeguard, Restaurant Owner at Chieftain's Villa",,wants to be a human so she can be with Kaleo Mistshore,Yes,Not Started,Moanikea,,"§25,000",,"§25,000",Poor,Poor,"The Foodies , The Simstainable Collective",,,,,,,,,Cult of the Cowplant,,,,,,,,,,Toki Sulani,,Straight
Sulani,Malia Nohau,Young Adult,Female,Human,Toki,Painter,,wants to be a mermaid so she can be with Kaiolohia Nalu,Yes,Not Started,,,same as Kailani same household,,,,Poor,The Cowplant Society,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Toki Sulani,,Straight
Sulani,Hinaopele Anuhewa,Adult,Female,Mermaid,Toki,"Unemployed, Sea witch",,"Wants to be powerful sea witch, not completely evil but not really good at all, very selfish, runs her witchcraft like a pyramid scheme lol",Yes,Ongoing,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Ka'ena Nalu,Adult,Female,Kelpie,Toki,Professional Swimmer,,"goon of Hinaopele, mean and mischievious",No,Ongoing,Nalu,,"same as Hinaopele, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Halia Nalu,Adult,Female,Kelpie,Toki,Professional Swimmer,,goon of Hinaopele mean and mischievous,No,Ongoing,Nalu,,"same as Hinaopele, same household",,,,Poor,Unexplained Anomalies Enthusiasts,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Kaiolohia Nau,Young Adult,Male,Mermaid,Toki,"( Hireable, Restaurant Waitstaff at Chieftain's Villa ) Retail Employee",At The Roadstead,npc crush of Kaia,No,Not Started,,,"§25,000",,"§25,000",Poor,Poor,The Cowplant Society,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Toki Sulani,,Straight
Sulani,Kaleo Mistshore,Young Adult,Male,Human,Toki,Fisherman,,npc crush of Kailani,No,Not Started,,,"§25,000",,"§25,000",Poor,Poor,The Cowplant Society,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Toki Sulani,,Straight
Sulani,Nalani Moanakea,Young Adult,Female,Mermaid,Toki,"( Hireable, Restaurant Host at Chieftain's Villa ) Retail Employee",At The Roadstead,,No,Not Started,,,"§60,000",,"§60,000",Poor,Poor,The Cowplant Society,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Toki Sulani,,Straight
Sulani,Koa Moanakea,Young Adult,Male,Mermaid,Toki,Small Business Employee,At Inked Inlet,,No,Not Started,,,"Same as Nalani Moanakea, same household",,,,Poor,The Barbie Fan Club,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Thalassa Moanakea,Child,Female,Mermaid,Toki,Grade School Student,,,No,Not Started,,,"Same as Nalani Moanakea, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,
Sulani,Ikaika Moanakea,Child,Male,Mermaid,Toki,"Independent School , Nature Club",,,No,Not Started,,,"Same as Nalani Moanakea, same household",,,,Poor,Wild Scouts,,,,,,,,,,,,,,,,,,,Toki Sulani,,
Sulani,Nalu Keahi,Young Adult,Female,Mermaid,Toki,Social Media,,,No,Not Started,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Ondine Reefwater,Young Adult,Female,Mermaid,Toki,"( Hireable, Restaurant Waitstaff at Chieftain's Villa ) Retail Employee",At JF&S Clothiers,,No,Not Started,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Toki Sulani,,Straight
Sulani,Hina'kai Kealoha,Young Adult,Female,Mermaid,Toki,Small Business Employee,At Inked Inlet,,No,Not Started,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Lono Kaiholo,Young Adult,Male,Mermaid,Toki,Professional Swimmer,,,No,Not Started,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Triton Lightwater,Young Adult,Male,Mermaid,Toki,"( Hireable, Restaurant Cook at Chieftain's Villa ) Welfare",,,No,Not Started,,,"§25,000",,"§25,000",Poor,Poor,,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Toki Sulani,,Straight
Sulani,Iolana Keawe,Adult,Female,Mermaid,Toki,Civil Designer,,,No,Not Started,,,"§50,000",,"§50,000",Poor,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Sulani,Leimana Keawe,Adult,Male,Mermaid,Toki,Conservationist,,,No,Not Started,,,"Same as Iolana Keawe, same household",,,,Poor,,,,,,,,,,Cult of the Cowplant,,,,,,,,,,Toki Sulani,,Straight
Sulani,Maris Keawe,Teenager,Male,Mermaid,Toki,"Alternative Public School Student , Scat",,,No,Not Started,,,"Same as Iolana Keawe, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Both Genders
Sulani,Keola Keawe,Toddler,Female,Mermaid,Toki,,,,No,Not Started,,,"Same as Iolana Keawe, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,
Sulani,Ornella Tidewhisper,Young Adult,Female,Everdew Fae,Tartosian,NPC-Agent,,in sulani mostly,No,Ongoing,Tidewhisper,,"§50,000",,"§50,000",Poor,Poor,Unexplained Anomalies Enthusiasts,,,,,,,,,,,Neutral,Water,2,Sprite form,"Aqua mutatio, cleanse, Frost affix, Fearless Spell, Flora Vitalis, Linking Spell, Transfigure",,,,Tartosiano,,Straight
Sulani,Makana Tidewhisper,Young Adult,Male,Mermaid,Toki,"Diver , Professional Swimmer",,Nerell's husband,No,Ongoing,Tidewhisper,,"Same as Nerellw Tidewhisper, same household",,,,Poor,,,,,,,,,,,,,,,,,,,,Toki Sulani,,Straight
Tartosa,Candace Preston,Young Adult,Female,Human,Tartosian,WEDDING CAKE VENDOR NPCS,,,No,Ongoing,,,"§7,500",,"§7,500",Destitute,Destitute,,,,,,,,,,,,,,,,,,,,"Tartosiano , Simlish",,Straight
